cod_ibge7;municipio;porte;ra;ano;prest_a;natjur_a;in023;in049;in051;in053
3500402;Águas da Prata;Mais de 5 mil a 10 mil;RA Campinas;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;31,09;174,16;11,42
3500501;Águas de Lindóia;Mais de 10 mil a 20 mil;RA Campinas;2021;Saneamento Ambiental de Águas de Lindóia;Autarquia;100;16,71;108,5;12,71
3500550;Águas de Santa Bárbara;Mais de 5 mil a 10 mil;RA Sorocaba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;39,52;239,33;10,99
3500600;Águas de São Pedro;Até 5 mil;RA Campinas;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;97,19;30,38;241,75;15,41
3500709;Agudos;Mais de 20 mil a 50 mil;RA Bauru;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;34,48;246,43;13,92
3500758;Alambari;Mais de 5 mil a 10 mil;RA Sorocaba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;36,06;197,53;10,5
3500808;Alfredo Marcondes;Até 5 mil;RA Presidente Prudente;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,64;100,69;12,41
3500907;Altair;Até 5 mil;RA Barretos;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;21,01;106,41;12,09
3501004;Altinópolis;Mais de 10 mil a 20 mil;RA Ribeirão Preto;2021;Prefeitura Municipal de Altinópolis;Administração pública direta;100;32,84;257,22;16
3501103;Alto Alegre;Até 5 mil;RA Araçatuba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;18,75;83,24;10,89
3501152;Alumínio;Mais de 10 mil a 20 mil;RA Sorocaba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;38,7;270,05;12,3
3501202;Álvares Florence;Até 5 mil;RA São José do Rio Preto;2021;Datema Ambiental Saneamento Básico LTDA;Empresa privada;96,62;30,5;150,01;10,35
3501301;Álvares Machado;Mais de 20 mil a 50 mil;RA Presidente Prudente;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,34;100,45;12,05
3501400;Álvaro de Carvalho;Até 5 mil;RA Marília;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14,37;60,56;10,97
3501509;Alvinlândia;Até 5 mil;RA Marília;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;25,97;119,77;10,2
3501608;Americana;Mais de 100 mil a 500 mil;RA Campinas;2021;Departamento de Água e Esgoto de Americana;Autarquia;100;50,24;522,56;11,61
3501707;Américo Brasiliense;Mais de 20 mil a 50 mil;RA Central;2021;Prefeitura Municipal de Américo Brasiliense;Administração pública direta;99,52;8,12;68,64;23,59
3501806;Américo de Campos;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2021;Prefeitura Municipal de Américo de Campos;Administração pública direta;99,92;6,48;35,32;15,5
3501905;Amparo;Mais de 50 mil a 100 mil;RA Campinas;2021;Serviço Autônomo de Água e Esgoto;Autarquia;100;43,99;328,56;11,76
3502002;Analândia;Até 5 mil;RA Campinas;2021;Prefeitura Municipal de Analândia;Administração pública direta;98,84;50,55;61,43;1,83
3502101;Andradina;Mais de 50 mil a 100 mil;RA Araçatuba;2021;Águas de Andradina;Empresa privada;100;22,58;131,03;13,03
3502200;Angatuba;Mais de 20 mil a 50 mil;RA Itapeva;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;33,58;172,4;10,23
3502309;Anhembi;Mais de 5 mil a 10 mil;RA Sorocaba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;30,92;146,63;9,92
3502408;Anhumas;Até 5 mil;RA Presidente Prudente;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;12,07;54,54;11,9
3502507;Aparecida;Mais de 20 mil a 50 mil;RA São José dos Campos;2021;Serviço Autônomo de Água e Esgotos e Resíduos Sólidos;Autarquia;100;55,33;558,49;13,15
3502606;Aparecida d'Oeste;Até 5 mil;RA São José do Rio Preto;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;16,61;78,51;11,92
3502705;Apiaí;Mais de 20 mil a 50 mil;RA Itapeva;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;29,08;138,19;10,07
3502754;Araçariguama;Mais de 20 mil a 50 mil;RA Sorocaba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;65,26;26,81;152,46;12,08
3502804;Araçatuba;Mais de 100 mil a 500 mil;RA Araçatuba;2021;Soluções Ambientais de Araçatuba S.A.;Empresa privada;100;34,11;281,33;13,13
3502903;Araçoiaba da Serra;Mais de 20 mil a 50 mil;RA Sorocaba;2021;Águas de Araçoiaba;Empresa privada;100;20,29;108,56;11,78
3503000;Aramina;Mais de 5 mil a 10 mil;RA Franca;2021;Prefeitura Municipal de Aramina;Administração pública direta;100;40,08;982,91;44,7
3503109;Arandu;Mais de 5 mil a 10 mil;RA Itapeva;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;99,46;31,38;176,06;11,66
3503158;Arapeí;Até 5 mil;RA São José dos Campos;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;25,27;101,07;8,75
3503208;Araraquara;Mais de 100 mil a 500 mil;RA Central;2021;Departamento Autônomo de Água e Esgotos;Autarquia;99,4;50,42;471,69;13,26
3503307;Araras;Mais de 100 mil a 500 mil;RA Campinas;2021;Serviço de Água, Esgoto e Meio Ambiente do Município de Araras;Autarquia;100;42,05;370,11;12,01
3503356;Arco-Íris;Até 5 mil;RA Marília;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;6,49;27,14;11,85
3503406;Arealva;Mais de 5 mil a 10 mil;RA Bauru;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;92,4;29,46;169,17;12,11
3503505;Areias;Até 5 mil;RA São José dos Campos;2021;Prefeitura Municipal de Areias;Administração pública direta;99,27;19,21;244,29;31,25
3503604;Areiópolis;Mais de 10 mil a 20 mil;RA Sorocaba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;33,29;199,87;11,79
3503802;Artur Nogueira;Mais de 50 mil a 100 mil;RA Campinas;2021;Serviço de Água e Esgoto de Artur Nogueira;Autarquia;99,96;31,31;194,01;12,85
3503901;Arujá;Mais de 50 mil a 100 mil;RM São Paulo;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;28,04;185,86;12,2
3503950;Aspásia;Até 5 mil;RA São José do Rio Preto;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;22,19;105,46;11,07
3504008;Assis;Mais de 100 mil a 500 mil;RA Marília;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,59;105,59;12,24
3504107;Atibaia;Mais de 100 mil a 500 mil;RA Campinas;2021;Saneamento Ambiental de Atibaia;Empresa pública;100;17,18;163,75;20,72
3504206;Auriflama;Mais de 10 mil a 20 mil;RA Araçatuba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;16,28;80,04;12,14
3504305;Avaí;Até 5 mil;RA Bauru;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;93,93;15,04;71,59;12,18
3504404;Avanhandava;Mais de 10 mil a 20 mil;RA Araçatuba;2021;Departamento de Água e Esgoto de Avanhandava;Autarquia;98,55;39,16;272,25;12,49
3504503;Avaré;Mais de 50 mil a 100 mil;RA Sorocaba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;31,66;175,49;11,1
3504602;Bady Bassitt;Mais de 20 mil a 50 mil;RA São José do Rio Preto;2021;Prefeitura Municipal de Bady Bassitt;Administração pública direta;100;0,06;0,16;7,2
3504701;Balbinos;Até 5 mil;RA Bauru;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;26,32;113,84;9,68
3504800;Bálsamo;Mais de 5 mil a 10 mil;RA São José do Rio Preto;2021;Prefeitura Municipal de Bálsamo;Administração pública direta;100;24,16;154,42;14,75
3504909;Bananal;Mais de 5 mil a 10 mil;RA São José dos Campos;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;31,79;154,73;9,78
3505005;Barão de Antonina;Até 5 mil;RA Itapeva;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;32,91;129,35;7,85
3505104;Barbosa;Mais de 5 mil a 10 mil;RA Araçatuba;2021;Prefeitura Municipal de Barbosa;Administração pública direta;100;11,82;51,41;11,35
3505203;Bariri;Mais de 20 mil a 50 mil;RA Bauru;2021;Serviço de Água e Esgoto do Município de Bariri;Autarquia;100;24,26;148,75;14,06
3505302;Barra Bonita;Mais de 20 mil a 50 mil;RA Bauru;2021;Serviço Autônomo de Água e Esgoto;Autarquia;100;23,73;163,78;16,01
3505351;Barra do Chapéu;Mais de 5 mil a 10 mil;RA Itapeva;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;27,84;115,98;8,83
3505401;Barra do Turvo;Mais de 5 mil a 10 mil;RA Registro;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;29,75;133,01;9,53
3505500;Barretos;Mais de 100 mil a 500 mil;RA Barretos;2021;Serviço Autônomo de Água e Esgoto de Barretos;Autarquia;100;27;172,71;13,81
3505609;Barrinha;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2021;Prefeitura Municipal de Barrinha;Administração pública direta;100;20;341,45;36,2
3505708;Barueri;Mais de 100 mil a 500 mil;RM São Paulo;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;38,64;390,16;12,3
3505807;Bastos;Mais de 20 mil a 50 mil;RA Marília;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;15,13;78,47;13,26
3505906;Batatais;Mais de 50 mil a 100 mil;RA Franca;2021;Prefeitura Municipal de Batatais;Administração pública direta;100;12,23;123,92;26,92
3506003;Bauru;Mais de 100 mil a 500 mil;RA Bauru;2021;Departamento de Água e Esgoto;Autarquia;100;47,71;474,88;11,92
3506102;Bebedouro;Mais de 50 mil a 100 mil;RA Barretos;2021;Serviço Autônomo de Água e Esgoto de Bebedouro;Autarquia;100;33,95;258,52;14,83
3506201;Bento de Abreu;Até 5 mil;RA Araçatuba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;19,92;103,74;12,48
3506300;Bernardino de Campos;Mais de 10 mil a 20 mil;RA Marília;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;22,4;108,43;11,35
3506359;Bertioga;Mais de 50 mil a 100 mil;RA Santos;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;89,77;29,43;205,51;11,02
3506409;Bilac;Mais de 5 mil a 10 mil;RA Araçatuba;2021;Prefeitura Municipal de Bilac;Administração pública direta;98,01;25,86;124,04;10,82
3506508;Birigui;Mais de 100 mil a 500 mil;RA Araçatuba;2021;Prefeitura Municipal de Birigui;Administração pública direta;100;37;396,76;17,66
3506607;Biritiba Mirim;Mais de 20 mil a 50 mil;RM São Paulo;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;65,6;34,65;166,09;9,06
3506805;Bocaina;Mais de 10 mil a 20 mil;RA Bauru;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;33,83;208,74;12,17
3506904;Bofete;Mais de 10 mil a 20 mil;RA Sorocaba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;93,03;19,17;80,17;10,23
3507001;Boituva;Mais de 50 mil a 100 mil;RA Sorocaba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;24,64;138,18;12,3
3507100;Bom Jesus dos Perdões;Mais de 20 mil a 50 mil;RA Campinas;2021;Prefeitura Municipal de Bom Jesus dos Perdoes;Administração pública direta;96,39;35,4;264,63;14,68
3507159;Bom Sucesso de Itararé;Até 5 mil;RA Itapeva;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;96,89;37,79;167,99;8,31
3507209;Borá;Até 5 mil;RA Marília;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;14,82;64,35;11,25
3507308;Boracéia;Até 5 mil;RA Bauru;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;16,72;90,83;13,55
3507407;Borborema;Mais de 10 mil a 20 mil;RA Central;2021;Prefeitura Municipal de Borborema;Administração pública direta;100;18,15;114,57;15,71
3507456;Borebi;Até 5 mil;RA Bauru;2021;Prefeitura Municipal de Borebi;Administração pública direta;98,9;0;0;15,41
3507506;Botucatu;Mais de 100 mil a 500 mil;RA Sorocaba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;37,45;247,13;11,5
3507605;Bragança Paulista;Mais de 100 mil a 500 mil;RA Campinas;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;17,81;102,76;12,2
3507704;Braúna;Mais de 5 mil a 10 mil;RA Araçatuba;2021;Serviço Autônomo de Saneamento Ambiental de Braúna;Autarquia;100;11,26;58,74;14,07
3507753;Brejo Alegre;Até 5 mil;RA Araçatuba;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;16,89;77,06;11,43
3507803;Brodowski;Mais de 20 mil a 50 mil;RA Ribeirão Preto;2021;Serviço Autônomo de Água e Esgoto de Brodowski;Autarquia;100;7,09;51,17;19,37
3507902;Brotas;Mais de 20 mil a 50 mil;RA Campinas;2021;Serviço Autônomo de Água e Esgoto de Brotas;Autarquia;100;27,17;179,02;14,59
3508009;Buri;Mais de 20 mil a 50 mil;RA Itapeva;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;26,39;115,62;9,65
3508108;Buritama;Mais de 10 mil a 20 mil;RA Araçatuba;2021;Serviço Autônomo de Água e Esgoto e Meio Ambiente de Buritama;Autarquia;98,21;13,47;66,04;12,82
3508207;Buritizal;Até 5 mil;RA Franca;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;24,7;132,2;12,19
3508306;Cabrália Paulista;Até 5 mil;RA Bauru;2021;Prefeitura Municipal de Cabrália Paulista;Administração pública direta;100;15,58;75,82;12,13
3508405;Cabreúva;Mais de 20 mil a 50 mil;RA Campinas;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;91,09;29,2;199,12;13,38
3508504;Caçapava;Mais de 50 mil a 100 mil;RA São José dos Campos;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;31,88;197,19;12,16
3508603;Cachoeira Paulista;Mais de 20 mil a 50 mil;RA São José dos Campos;2021;Companhia de Saneamento Básico do Estado de São Paulo;Sociedade de economia mista com administração pública;100;29,72;169,9;11,95
